content_id,name,rarity,element,role,path,cp_init,hp_init,atk_init,def_init,agl_init,crt_init,cp_max,hp_max,atk_max,def_max,agl_max,crt_max,auto_text,tap_text,tap_ignited,slide_text,slide_ignited,drive_text,drive_ignited,leader_text
580153,反击者格琳戴儿,5星,水,辅助型,图鉴资料 / 木 / 反击者格琳戴儿,,,,,,,,,,,,,对目标造成101（689）自动攻击伤害,造成397（2566）伤害，在PvP中有60%（85%）的几率结束1名木属性盟友（高攻击力）的冷却时间,造成2591伤害，在PvP中有90%的几率结束2名木属性盟友（高攻击力）的冷却时间,对2名敌人造成722（4022）伤害（优先：水属性），3名木属性盟友（高攻击力）的Skill量表充能速度+45%（+88.5%），持续16秒，且2名木属性盟友（最低HP）减益无效（16秒后或是受到1次减益攻击后取消）,对2名敌人造成4122伤害（优先：水属性），3名木属性盟友（高攻击力）的Skill量表充能速度+88.5%，持续16秒，且3名木属性盟友（最低HP）减益无效（16秒后或是受到2次减益攻击后取消）,对3名敌人造成1867（6875）伤害（优先：水属性），且5名木属性盟友（最低HP）减益无效（16秒后或是受到1次减益攻击后取消），和有95%的机率结束5名木属性盟友（高攻击力）的冷却时间,对3名敌人造成7205伤害（优先：水属性），且5名木属性盟友（最低HP）减益无效（16秒后或是受到2次减益攻击后取消），和有95%的机率结束5名木属性盟友（高攻击力）的冷却时间,木属性队友的Skill量表充能速度+18%（在PvP中，Skill冷却时间-1秒）
577975,祝福的史古基,5星,木,辅助型,图鉴资料 / 木 / 祝福的史古基,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对目标造成404（2590）伤害，有60（80.1）%的机率移除2名诱惑中盟友的诱惑，且有70（90.1）%的机率赋予2名木属性盟友（最高攻击力）支援（弱点Skill最终伤害+15%、依目前增益数量的比例增加攻击力），持续16秒,对目标造成2615伤害，有85.1%的机率使2名诱惑中的盟友诱惑无效，持续8秒，且有95.1%的机率赋予2名木属性盟友（最高攻击力）支援（弱点Skill最终伤害+15%、依目前增益数量的比例增加攻击力），持续2回合,对2名敌人（最低HP）造成727（4048）伤害，3名木属性盟友（最高攻击力）Skill量表充能速度+45（88.5）%，持续16秒，及在5人巨型Boss中弱点Skill最终伤害+50（129.5）%,对2名敌人（最低HP）造成4148伤害，3名木属性盟友（最高攻击力）Skill量表充能速度+93.5%，持续2回合，及在5人巨型Boss中弱点Skill最终伤害+144.5%,对随机3名敌人造成1933（7021）伤害，有90%机率赋予3名木属性盟友（最高攻击力）觉醒（暴击伤害增加30%，依目前增益数增加SS伤害），持续20秒，及最多5名木属性盟友Drive量表+150,对随机3名敌人造成7351伤害，有90%机率赋予3名木属性盟友（最高攻击力）觉醒（暴击伤害增加30%，依目前增益数增加SS伤害），持续3回合，及最多5名木属性盟友Drive量表+150,木靥属性盟友的弱点Skill最终伤害+18%（5人巨型Boss中追加+20%）
169028,红血的斯特里戈伊,5星,水,干扰型,图鉴资料 / 木 / 红血的斯特里戈伊,,,,,,,,,,,,,对目标造成103（696）自动攻击伤害,对1名敌人（优先：水属性）造成408（2623）伤害，依所造成伤害的200（352）持续恢复HP，并对目标造成流血【每2秒140（603）持续伤害】，持续14秒,对2名敌人（优先：水属性）造成2648伤害，依所造成伤害的352持续恢复HP，并对目标造成流血（每2秒753持续伤害），持续14秒,对2名敌人（优先∶攻击型）造成736（4091）伤害，造成血之诅咒【回敬150（1094）伤害，并依攻击次数回复HP】，持续2回合，有70（85.2）%的机率造成诱惑（目标增益效果无效。除特定移除技能外无法移除），持续12秒,对3名敌人（优先∶攻击型）造成4191伤害，造成血之诅咒（回敬1294伤害，并依攻击次数回复HP），持续2回合，有85.2%的机率造成诱惑（目标增益效果无效。除特定移除技能外无法移除），持续12秒,对3名敌人（优先：水属性）造成2164（7415）伤害，造成流血（每2秒800持续伤害），并有70%的机率造成禁止回复（吸血、HP吸取除外），持续14秒，造成血之诅咒（回敬900伤害，并依攻击次数回复HP），持续2回合,对3名敌人（优先：水属性）造成7745伤害，造成流血（每2秒800持续伤害），并有70%的机率造成禁止回复（吸血、HP吸取除外），持续14秒，造成血之诅咒（回敬1100伤害，并依攻击次数回复HP），持续2回合,全体敌人减益持续时间+15%（在PvP中，盟友流血伤害+200）
167086,吉祥物弗蕾亚,5星,木,治疗型,图鉴资料 / 木 / 吉祥物弗蕾亚,,,,,,,,,,,,,对目标造成97（667）自动攻击伤害,造成366（2396）伤害，赋予2名盟友（最低HP）持续回复量+35（57.1）%，持续14秒，及有100%的机率赋予1名盟友（最低HP）不死（HP不会低于1），持续10秒,造成2421伤害，赋予3名盟友（最低HP）持续回复量+62.1%，持续20秒，及有100%的机率赋予1名盟友（最低HP）不死（HP不会低于1），持续14秒,全体盟友持续回复158（388）HP，持续20秒，及3名盟友（最低HP）减益回避率+20（50.5）%,全体盟友持续回复408HP，持续24秒，及3名盟友（最低HP）减益回避率+56.5%,为2名队友（最低HP）回复60%+156（800）HP,为3名队友（最低HP）回复100%+800HP,全体盟友HP+30%及在战斗开始时赋予回复型盟友Skill量表+50%
165126,水中的希妮,5星,水,干扰型,图鉴资料 / 木 / 水中的希妮,,,,,,,,,,,,,对目标造成103（696）自动攻击伤害,对1名敌人（最少减益）造成408（2623）伤害，减益迥避率-10（19）%，持续10秒,对2名敌人（最少减益）造成2648伤害，减益迥避率-27.5%，持续12秒,对2名敌人（最多减益）造成736（4091）伤害，有60（80.7）%的机率造成重击（晕眩且Skill伤害防御力-15%），持续5秒，并造成侵食【依目标减益数+1（最多4）的比例，每2秒受到100（190）持续伤害】，持续20秒,对3名敌人（最多减益）造成4191伤害，有80.7%的机率造成重击（晕眩且Skill伤害防御力-15%），持续5秒，并造成侵食【依目标减益数+1（最多4）的比例，每2秒受到240持续伤害】，持续20秒,对3名敌人（最低HP）造成2163（7411）伤害，有70%的机率造成重击（晕昡且Skill伤害防御力-15%），持续5秒。pvp中，有80%的机率对3名敌人（最低HP）造成诱惑（目标增益效果无效。除特定技能外无法移除），持续16秒,对3名敌人（最低HP）造成7741伤害，有70（75）%的机率造成重击（晕昡且Skill伤害防御力-15%），持续5秒。pvp中，有80（85）%的机率对3名敌人（最低HP）造成诱惑（目标增益效果无效。除特定技能外无法移除），持续16秒,全体敌人防御力-10%（在PvP中，全体敌人减益持续时间+15%）
165106,船长艾莉希恩,5星,木,辅助型,图鉴资料 / 木 / 船长艾莉希恩,,,,,,,,,,,,,对目标造成102（690）自动攻击伤害,造成401（2578）伤害。在副本中，有60（85）%的机率结束2名冷却中盟友的冷却时间,造成2603伤害。在副本中，有90%的机率结束3名冷却中盟友的冷却时间,对2名敌人（最低HP）造成725（4036）伤害，赋予3名木属性盟友（最高攻击力）skill冷却时间-2秒，持续16秒，并赋予1名盟友（优先：最高攻击力）双刃剑【攻击力上升/防御力下降62（135.7）%】，持续16秒,对2名敌人（最低HP）造成4136伤害，赋予3名木属性盟友（最高攻击力）skill冷却时间-2秒，持续2回合，并赋予1名盟友（优先：最高攻击力）双刃剑（攻击力上升/防御力下降160.7%），持续2回合,对随机3名敌人造成1928（6990）伤害，有80%的机率结束5名冷却中盟友的冷却时间。副本中，赋予1名木属性盟友（最高攻击力）呐喊（攻击力+55%，最多叠加3次），持续2回合,对随机3名敌人造成7320伤害，有80%的机率结束5名冷却中盟友的冷却时间。副本中，赋予1名木属性盟友（最高攻击力）呐喊（攻击力+55%，最多叠加3次），持续3回合,赋予木层性盟友Skill量表充能量+20%（在副本中，赋予木属性盟友Skill冷却时间-2秒）
160172,仁慈的罗莎娜,5星,水,辅助型,图鉴资料 / 木 / 仁慈的罗莎娜,,,,,,,,,,,,,对目标造成101（689）自动攻击伤害,造成398（2567）伤害，有70（90.1）%的几率为3名有着水球效果的盟友移除水球,造成2592伤害，有95.1%的几率无效化3名盟友的水球（优先：具有水球效果），持续8秒,造成735（4035）伤害，赋予5名木属性盟友（最高攻击力）57（120.9）%的双刃剑（攻击力上升与防力下降），持续16秒。封象为世界王时，5名木属性盟友（最高攻击力）SS冷却时间-2秒，持续16秒,造成4135伤害，赋予5名木属性盟友（最高攻击力）145.9%的双刃剑（攻击力上升与防力下降），持续2回合。封象为世界王时，5名木属性盟友（最高攻击力）SS冷却时间-2秒，持续2回合,对随机3名敌人造成1894（6916）伤害，3名木属性盟友（攻击型）的TS最终伤害+80%，持续20秒。对象为世界王时，赋予3名木属性盟友（攻击型）攻击态势（只有拥有此增益的child能在Fever模式中使用Fever攻击）,对随机3名敌人造成7246伤害，3名木属性盟友（攻击型）的TS最终伤害+90%，持续20秒。对象为世界王时，赋予3名木属性盟友（攻击型）攻击态势（只有拥有此增益的child能在Fever模式中使用Fever攻击）,木属性盟友的攻击力+18%（若对象为世界王，则木属性盟友攻击力+22%）
157038,问题猫猫凯西,5星,木,干扰型,图鉴资料 / 木 / 问题猫猫凯西,,,,,,,,,,,,,对目标造成103（696）自动攻击伤害（自动）,对1名敌人造成407（2622）伤害（优先：辅助型），减益持续时间+30（65.4）%，持续8秒,对2名敌人造成2647伤害（优先：辅助型），减益持续时间+65.4%，持续10秒,对2名敌人造成723（4077）伤害（优先：辅助型），有60（82.8）%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒。Pvp中，辅助型敌人ss冷却时间+2，持续12秒,对3名敌人造成4177伤害（优先：辅助型），有87.8%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒。Pvp中，辅助型敌人ss冷却时间+2，持续12秒,对3名敌人造成2134（7359）伤害（优先：辅助型），并有80%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒，且减益持续时间+40%，持续16秒,对3名敌人造成7689伤害（优先：辅助型），并有85%的机率造成沉默（无法使用技能并重设Skill量表），持续5秒，且减益持续时间+40%，持续16秒,全体敌人Skill量表充能速度-18%（在PVP中，辅助型敌人Skill量表充能速度-10%）
157028,漆黑之影尤娜,5星,木,辅助型,图鉴资料 / 木 / 漆黑之影尤娜,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害（自动）,对一个目标造成391（2550）伤害，并赋予1名盟友（优先：最高攻击力）暴击伤害+30（52.8）%，持续14秒,对一个目标造成2575伤害，并赋予1名盟友（优先：最高攻击力）暴击伤害+62.8%，持续2回合,对一个目标造成708（3999）伤害，并赋予3名木属性盟友（优先：最低HP）无效化（16秒后或是受到1次减益攻击后解除），赋）予屏障+1600（2049）（在HP受影响前，吸收所有敞方攻击伤害，无法与减益屏障同时启用），持续16秒，和副本中赋予1名木属性盟友（优先：最高攻击力）专注（增加命中率与100%暴击率），持续2回合,对一个目标造成4099伤害，并赋予3名木属性盟友（优先：最低HP）无效化（16秒后或是受到1次减益攻击后解除），赋）予屏障+2249（在HP受影响前，吸收所有敞方攻击伤害，无法与减益屏障同时启用），持续16秒，和副本中赋予1名木属性盟友（优先：最高攻击力）专注（增加命中率与100% 暴击率），持续3回合,对3名随机敌人造成1837（6819）伤害，并赋予3名木属性盟友（优先：最低HP）无效化（20秒后或是受到1次减益攻击后解除），和在副本中赋予1名木属性盟友（优先：最高攻击力）Skill最终伤害+120%，持续20秒,对3名随机敌人造成7149伤害，并赋予3名木属性盟友（优先：最低HP）无效化（20秒后或是受到1次减益攻击后解除），和在副本中赋予1名木属性盟友（优先：最高攻击力）Skill最终伤害+120%，持续3回合,木属性盟友暴击伤害+15%（副本期间：暴击伤害追加+30%）
151945,完美的莫娜,5星,木,治疗型,图鉴资料 / 木 / 完美的莫娜,,,,,,,,,,,,,对目标造成96（662）自动攻击伤害,为2名盟友（最低HP）回复403（1468）HP，如果目标受到减益，赋予屏障【在HP受影前，吸收+950（1558）所有敌方攻击伤害，无法与减益屏障同时启用】，持10秒,为2名盟友（最低HP）回复1568HP，如果目标受到减益，赋予屏障（在HP受影前，吸收+1858所有敌方攻击伤害，无法与减益屏障同时启用），持10秒,赋予3名盟友（最低HP）忍耐（在经过14秒，或受到4次攻击后栘除），如果目标为防御型，赋予秘愈【每次单位行动或受到攻击时，回复自身600（1207）HP】，持续14秒,赋予3名盟友（最低HP）忍耐（在经过14秒，或受到4次攻击后栘除），赋予秘愈（每次单位行动或受到攻击时，回复自身1207HP），持续16秒,对2名随机敌人造成1607（6094）伤害，赋予4名盟友（最低HP）忍耐（在经过15秒，或受到3次攻击后移除），并回复1953（2583）HP,对2名随机敌人造成6094伤害，赋予5名盟友（最低HP）忍耐（在经过15秒，或受到3次攻击后移除），并为4名盟友回复2583HP,木属性队友的回复量+18%
151211,平静的奈芙蒂斯,5星,木,防御型,图鉴资料 / 木 / 平静的奈芙蒂斯,,,,,,,,,,,,,对目标造成93（643）自动攻击伤害,造成32（2205）伤害，有60（85.6）%的机率为2名有着持续伤害减益的盟友移除持续伤害,造成2230伤害，有90.6%的机率为3名有着持续伤害减益的盟友移除持续伤害,造成593（3570）伤害，赋予全体盟友屏障【在HP受影响前，从所有敌方攻击吸收+1600（2360）伤害，无法与减益屏障同时启用】，并赋予5名木属性盟友适应痛苦【防御力+20（36.6）%，随着盟友失去HP而额外提升防御力】，持续14秒,造成3670伤害，赋予全体盟友屏障【在HP受影响前，从所有敌方攻击吸收+2660伤害，无法与减益屏障同时启用】，并赋予5名木属性盟友适应痛苦（防御力+41.6%，随着盟友失去HP而额外提升防御力），持续14秒,对随机2名敌人造成1509（5430）伤害，’赋予5名木属性盟友所有Skill防御力+40%，持续20秒,对随机2名敌人造成5760伤害，’赋予5名木属性盟友所有Skill防御力+50%，持续20秒,木属性队友的防御力+20%
96760,仪式之剑罗宾,5星,木,辅助型,图鉴资料 / 木 / 仪式之剑罗宾,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,对敌人造成395（2554）伤害，2名攻击型盟友Skill量表充能速度+45（79.5）%，持续2回合，并在PvP中有70（95）%的机率给予1名盟友（最高攻击力）直击（无视目标的忍耐状态进行攻击）效果,对敌人造成2579伤害，2名盟友（优先攻击型）Skill量表充能速度+84.5%，持续2回合，并在PvP中有95%的机率给予1名盟友（最高攻击力）直击（无视目标的忍耐状态进行攻击）效果,造成719（4007）伤害，赋予3名木属性盟友（最高攻击力）攻击力+50（80.4）%，持续16秒，赋予最多3名木属性盟友Drive量表+49（62），并在PvP中有60（85.6）%的机率赋予2名木属性盟友（最高攻击力）魅惑减益无效，持续10秒,对随机2名敌人造成4107伤害，赋予3名木属性盟友（最高攻击力）攻击力+85.4%，持续2回合，赋予最多3名木属性盟友Drive量表+62，并在PvP中有85.6%的机率赋予2名木属性盟友（最高攻击力）魅惑减益无效，持续10秒,赋予3名木属性盟友Skill量表充能速度+70%，持20秒，并在PvP中有90%的机率赋予3名木性盟友魅惑减益无效，持续12秒,赋予5名木属性盟友Skill量表充能速度+80%，持20秒，并在PvP中有90%的机率赋予3名木性盟友魅惑减益无效，持续12秒,赋予全体盟友Skill量表充能速度+12%（PVP中木属性盟友攻击力+30%）
94888,极地的珀皮塔,5星,水,攻击型,图鉴资料 / 木 / 极地的珀皮塔,,,,,,,,,,,,,对目标造成114（754）自动攻击伤害（自动）,对1名敌人（优先：水属性）造成510（3091）伤害，200（1305）加成伤害，赋予自身反击姿态【无视敌人的反射与+13（40.6）%Skill伤害。最大叠加：3】，持续16秒，及在PvE中，赋予自身无效化（10秒后或是受到1次减益攻击后解除）。,对2名敌人（优先：水属性）造成3151伤害，1305加成伤害，赋予自身反击姿态（无视敌人的反射与+40.6%Skill伤害。最大叠加：3），持续20秒，及在PvE中，赋予自身无效化（10秒后或是受到1次减益攻击后解除）。,对2名敌人（优先：最低HP）造成561/3992（120%/167.2%）伤害的2连击，800（1905）加成伤害，及增益爆发【移除1个增益，并以x300（701）的系数造成基于该效果种类的伤害】。PvP中，对1名干扰型敌人造成突围【依木属性盟友的数量（最多10名）造成250（803）加成伤害】,对2名敌人（优先：最低HP）造成4183（175.2%）伤害的3连击，1905加成伤害，及增益爆发【移除1个增益，并以x801的系数造成基于该效果种类的伤害】。PvP中，对1名干扰型敌人造成突围【依木属性盟友的数量（最多10名）造成803加成伤害】,对4名敌人（优先：最低HP）造成2823（8860）伤害，及700加成伤害。,对全体敌人造成9520伤害，及700加成伤害。,全体攻击型盟友攻击力+20%（在PVE中，全体攻击型盟友Skill伤害+20%，在PvP中，木属性盟友Skill充能量+20%）。
94889,掠夺者格莉拉,5星,木,辅助型,图鉴资料 / 木 / 掠夺者格莉拉,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对1名目标造成401（2588）伤害，并有60（85.6）%的机率为2名盟友（优先：受到时间系减益）移除时间系减益,对1名目标造成2613伤害，并有90.6%的机率为3名盟友（优先：受到时间系减益）移除时间系减益,对随机2名敌人造成727（4047）伤害，5名木属性盟友（优先：最高攻击力）skill伤害+35（100）%，持续16秒，对象为世界王时，有75（95.1）%的机率对5名木属性盟友（优先：最高攻击力）造成时间扭曲（移除目标全部的时间系减益，Skill量表充能速度+40%，持续16秒,对随机2名敌人造成4147伤害，5名木属性盟友（优先：最高攻击力）skill伤害+125%，持续2回合，对象为世界王时，有95.1%的机率对5名木属性盟友（优先：最高攻击力）造成时间扭曲（移除目标全部的时间系减益，Skill量表充能速度+40%，持续2回合,对随机3名敌人造成1882（6962）伤害及攻击力+70%，持续2回合，并赋予5名木属性盟友（优先：最高攻击力）无效效果，持续5秒,对随机3名敌人造成7292伤害及攻击力+70%，持续3回合，并赋予5名木属性盟友（优先：最高攻击力）无效效果，持续5秒,木属性盟友的攻击力+20%（对象为世界王时，木性盟友的冷却时间-1秒
92653,驱魔师米丽安,5星,木,攻击型,图鉴资料 / 木 / 驱魔师米丽安,,,,,,,,,,,,,对目标造成114（752）自动攻击伤害,对2名敌人（最低HP）造成498（3063）伤害，造成侵食【依目标减益数+1（最多4）的比例，每2秒受到30（120）持续伤害】，持续20秒。PVP中，有60（85.6）%的机率造成禁止回复,对3名敌人（最低HP）造成3123伤害，造成侵食【依目标减益数+1（最多4）的比例，每2秒受到220持续伤害】，持续20秒。PVP中，有85.6%的机率造成禁止回复,对1名敌人（优先：受到减益）造成987（4658）伤害的3连击，如果受到减益则造成400（1603）加成伤害，并依目标减益数+1（最多4）的比例造成375（1000）伤害,对1名敌人（优先：受到减益）造成4858伤害的4连击，1603加成伤害，对2名受到减益的敌人依目标减益数+1（最多4）的比例造成1000伤害,对随机4名敌人造成2659（8615）伤害，依目标减益数+1（最多4）的比例造成700伤害,对4名敌人（最低HP）造成9275伤害，依目标减益数+1（最多4）的比例造成700伤害,全体敌人受到持续伤害减益伤害+200
87904,回忆的欧洛拉,5星,火,辅助型,图鉴资料 / 木 / 回忆的欧洛拉,,,,,,,,,,,,,对目标造成101(687)自动攻击伤害,造成395（2554）伤害，有60（80.1）%的机率为2名有减益的盟友移除1项减益，及SS冷却时间-1秒。在副本中，2名盟友（最低攻击力）的Skill量表充能速度+30（60.4）%，持续10秒,造成2579伤害，有85.1%的机率为3名有减益的盟友移除1项减益，及SS冷却时间-1秒。在副本中，2名盟友（最低攻击力）的Skill量表充能速度+75.4%，持续10秒,造成719（4009）伤害，给予2名木属性盟友（最高攻击力）Skill量表充能速度+45（83）%，并有70（92.8）%的机率无视反射，持续16秒。在副本中，有70（90.1）%的机率赋予2名木属性盟友（最高攻击力）支持（弱点Skill伤害+15%，依目前增益数量的比例增加攻击力），持续16秒,造成4109伤害，给予3名木属性盟友（最高攻击力）Skill量表充能速度+88%，并有97.8%的机率无视反射，持续16秒。在副本中，有95.1%的机率赋予3名木属性盟友（最高攻击力）支持（弱点Skill伤害+15%，依目前增益数量的比例增加攻击力），持续16秒,对随机3名敌人造成1860（6834）伤害，有80%的机率让3名充能Skill中的盟友（自身除外）充满Skill量表，及最多5名木属性盟友的Drive量表+150,对随机3名敌人造成7164伤害，有80%的机率让5名充能Skill中的盟友（自身除外）充满Skill量表，及最多5名木属性盟友的Drive量表+150,木属性盟友的Skill量表充能速度+15%（在副本中：追加Skill表充能速度+20%）
76462,魅影怪盗拉弗斯,5星,木,防御型,图鉴资料 / 木 / 魅影怪盗拉弗斯,,,,,,,,,,,,,对目标造成92（642）自动攻击伤害,造成320（2195）伤害，赋予1名木属性队友（最高攻击力）不死（HP不会低于1），持续10秒,造成2220伤害，赋予2名木属性队友（最高攻击力）不死（HP不会低于1），持续12秒,造成603（3570）伤害，有56（95）%的机率赋予3名盟友(最低HP)不死（HP不会低于1)，持绩14秒，及3名木性盟友(最低HP)最大HP+1800（2560），持綪14秒,造成3670伤害，有100%的机率赋予3名盟友(最低HP)不死（HP不会低于1)，持绩16秒，及3名木性盟友(最低HP)最大HP+2760，持綪16秒,对随机2名敌人造成1528（5423）伤害，有95%的机率赋予不死(HP不会低于1)，续16秒，及挑衅(有98%的机率启动)，持续16秒，及70%有机率赋予自身减益挑衅(代替盟友承受2个减益),对随机2名敌人造成5753伤害，有100%的机率赋予不死(HP不会低于1)，续16秒，及挑衅(有98%的机率启动)，持续16秒，及80%有机率赋予自身减益挑衅(代替盟友承受2个减益),木属性队友的DS伤害防御力+15%（PVP中追加+20%）
72728,量身订做赫尔,5星,木,攻击型,图鉴资料 / 木 / 量身订做赫尔,,,,,,,,,,,,,对目标造成114（752）自动攻击伤害,造成503（3068）伤害，及500（1074）无视防御伤害。对象为世界王时，自身造成skill伤害+35（65.4）%，持续2回合。,造成3128伤害，及1074无视防御伤害。对象为世界王时，自身造成skill伤害+70.4%，持续3回合。,对随机3名敌人造成694（4660）【150（197.2）%】伤害，对象为世界王时，造成3000（4105）无视防御伤害,对随机3名敌人造成4849（205.2%）伤害，对象为世界王时，造成4705无视防御伤害,对随机4名敌人造成2660（8620）伤害，赋予自身吸血（攻击时回复20%HP），持续20秒,对随机4名敌人造成9280伤害，赋予自身吸血（攻击时回复20%HP），持续3回合。,木属性队友的攻击力+15%（若对象为世界王，则追加攻击力+20%）
69333,奢华的希特莉,5星,木,辅助型,图鉴资料 / 木 / 奢华的希特莉,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,造成390（2546）伤害，2名队友（最高攻击力）的skill量表+18（40.8）%,造成2571伤害，3名队友（最高攻击力）的skill量表+45.8%,造成705（3988）伤害，3名木属性盟友（最高攻击力）的SS最终伤害+40（75.2）%及Skill量表充能量45（83）%，持续16秒。在副本中∶有70（90.1）%几率赋予3名盟友（拥有时间系减益）时间扭曲（移除目标全部的时间系减益，Skill量表充能速度+40%）。,造成4088伤害，3名木属性盟友（最高攻击力）的SS最终伤害+90.2%及Skill量表充能量83%，持续2回合。在副本中∶有95.1%几率赋予3名盟友（拥有时间系减益）时间扭曲（移除目标全部的时间系减益，Skill量表充能速度+40%）。,对随机3名敌人造成1830（6783）伤害，3名木属性盟友（最高攻击力）的SS冷却时间-2，持续3回合，及最多5名木属性盟友的Drive量表+150。,对随机3名敌人造成7113伤害，4名木属性盟友（最高攻击力）的SS冷却时间-2，持续3回合，及最多5名木属性盟友的Drive量表+150。,木属性队友的skill量表充能量+15%（副本中，skill量表充能量+10%）
68055,魅惑的赫克特,5星,木,治疗型,图鉴资料 / 木 / 魅惑的赫克特,,,,,,,,,,,,,对目标造成96（662）自动攻击伤害,造成342（2347）伤害’有60（80.1）%的机率为3名木图性的盟友移除1个减益,造成2347伤害，有85.1%的机率为3名木图性的盟友移除最多2个减益,"造成542（3719）伤害，2名盟友(优先:最低HP)各持续回复3.1（4.3）%+22（114）HP,持续14秒,及5名木属性盟友减益回避率+15（25.5）%","造成3719伤害，3名盟友(优先:最低HP)各持续回复5.3%+114HP,持续14秒,及5名木属性盟友减益回避率+35.5%",对随机2名敌人造成1606（6088）伤害，3名盟友(优先:最低HP）回复1853（2483）HP，对具有减益的盟友则各追加持续回复322（414），持续16秒,对随机2名敌人造成6088伤害，4名盟友(优先:最低HP）回复2483HP，对具有减益的盟友则各追加持续回复414，持续16秒,木属性队友的减益回避率+15%
66527,亮眼维纳斯,5星,木,辅助型,图鉴资料 / 木 / 亮眼维纳斯,,,,,,,,,,,,,对目标造成101（689）自动攻击伤害,造成396（2565）伤害，有70（82.5）%的几率使1名队友（最高攻击力）无视反射，持续15秒,造成2590伤害，有87.5%的几率使1名队友（最高攻击力）无视反射，持续18秒,造成735（4035）伤害，3名木属性队友（最高攻击力）skill量表充能+40（78）%，持续16秒，并有70（90.1）%几率赋予时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%）。PVP中，有70（90.1）%几率使3名木属性队友的持续伤害减益无效，持续14秒,造成4135伤害，3名木属性队友（最高攻击力）skill量表充能+83%，持续2回合，并有95.1%几率赋予时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%）。PVP中，有90.1%几率使3名木属性队友的持续伤害减益无效，持续14秒,对随机3名敌人造成1894（6916）伤害，赋予3名木属性队友时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%），持续20秒。PVP中，3名木属性队友的skill冷却时间-2秒，持续20秒,对随机3名敌人造成7246伤害，赋予5名木属性队友时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%），持续20秒。PVP中，3名木属性队友的skill冷却时间-2秒，持续20秒,木属性队友的skill量表充能+15%（PVP中追加10%）
60167,喜剧的阿尔蒂斯,5星,水,干扰型,图鉴资料 / 木 / 喜剧的阿尔蒂斯,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对1名敌人（最高攻击力优先）造成398（2584）伤害，减少skill量表-30（60.4）%,,对2名敌人（优先：水属性）造成690（4014）伤害，Skill量表充能速度-35（65.4）%，且Slide Skill冷却时间+2秒，持续12秒,,对3名敌人(最高攻击力)造成2066（7204）个伤害，Skill量表充能速度-100%，持续12秒，PvP中：有70%机率使敌人的时间系增益无效，持续12秒,,水属性敌人skill量表充能速度-12%（PVP中：水属性敌人SS技能冷却时间+1秒）
58476,绫音,5星,水,攻击型,图鉴资料 / 木 / 绫音,,,,,,,,,,,,,对目标造成114（751）自动攻击伤害,造成500（3060）伤害，对象为世界王时，赋予自身弱点Skil最终伤害+20（50.4）%，持16秒,,对2名敌人(优先：水属性)造成1011（4678）伤害的2连击，对水属性敌人造成440（1256）无视防御伤害，对象为世界王时，依据自身每个增益(最多8个增益)对水属性敌人造成5000（8500）伤害,,对随机4名敌人造成2605（8536）伤害，依据自身每个增益(多8个增益)对水属性敌人造成250伤害,,木屋性盟友的Skill最终伤害+15%(对象为世界王时，木属性盟友的Skill最终伤害+10%)
57133,贯刺的卢茵,5星,木,攻击型,图鉴资料 / 木 / 贯刺的卢茵,,,,,,,,,,,,,对目标造成113（749）自动攻击伤害,造成495（3045）伤害，有70（92.8）%的几率赋予自身攻击互换（攻击力和防御力数值互换），持续14秒,,对2名敌人（优先：干扰）造成983（4636）伤害，造成侵蚀【依据目标减益数+1（最多4个）的比列，每2秒受到30（120）持续伤害】，持续20秒。PVP期间：突风【依木属性队友的数量（最多10名）造成250（803）加成伤害】,,对随机4名敌人造成2547（8437）伤害,,木属性队友的SS技能最终伤害+15%
45491,决战安妮,5星,水,,图鉴资料 / 木 / 决战安妮,2236,1766,1345,676,745,806,14622,9020,6869,3452,3804,4116,对目标造成113（749）自动攻击伤害,造成497（3047）伤害，对水属性敌人造成350（855）加成伤害，并在发生暴击时，自身获得吸血【攻击时回复10（21.4）%HP】，持绩20秒,,对1名敌人造成1009（4666）伤害(优先：最低HP)和680（1496）无视防御伤害3次，如果目标有减益，造成550（1103）加成伤害。仅限于副本：发生暴击时，造成9000（25209）固定伤害,,对随机1名敌人造成3379（18985）伤害（270%），赋予自身skill最终伤害+120%，持续20秒,,木属性队友的暴击率+18%（副本中追加暴击伤害40%）
