id,idx,name,name_ocr,wiki_name,wiki_id,rarity,element,role,avatar_file,cp,hp,atk,def_,agl,crt,hp_init,atk_init,def_init,agl_init,crt_init,hp_max,atk_max,def_max,agl_max,crt_max,auto_text,tap_text,tap_ignited,slide_text,slide_ignited,drive_text,drive_ignited,leader_text,cv,source,avatar_source
M5-130,130,不安的塞尔凯特,,不安的塞尔凯特,69334,5星,水,攻击型,avatars/69334.png,,,,,,,,,,,,,,,,,对目标造成113（747）自动攻击伤害,对1名敌人（优先：最低HP）造成492（3030）伤害，如果目标有保护增益，有70（90.1）%机率无效化保护增益，持续8秒,对1名敌人（优先：最低HP）造成3090伤害，如果目标有保护增益，有90.1%机率无效化保护增益，持续10秒,对1名敌人（优先：受到减益）造成981（4624）伤害的3连击和400（1603）加成伤害，对2名敌人（优先：最低HP）造成中毒【每当目标行动时，造成700（1644）伤害，并在受到伤害时获得加成伤害】，持续3回,对1名敌人（优先：受到减益）造成4824伤害的4连击和1753加成伤害，对2名敌人（优先：最低HP）造成中毒【每当目标行动时，造成1644伤害，并在受到伤害时获得加成伤害】，持续3回,对随机4名敌人造成2540（8399）伤害，有80%的几率移除1个增益,对全体敌人造成9059伤害，有80%的几率移除1个增益,水属性队友的SS最终伤害+18%,山下七海,memorial+wiki,cn
M5-131,131,不安的塞尔凯特,不安的塞尔凯特·水,不安的塞尔凯特,,5星,水,,avatars/69334.png,2221,1760,1336,676,739,788,1760,1336,676,739,788,,,,,,,,,,,,,,山下七海,memorial,
M5-132,132,活泼的帕赫特,,活泼的帕赫特,68053,5星,水,防御型,avatars/68053.png,,,,,,,,,,,,,,,,,对目标造成93（643）自动攻击伤害,造成322（2205）伤害，赋予3名水属性队友（最低HP优先）秘疗【每次单位行动或收到攻击时，自身回复200（807）HP】，持续12秒,造成2230伤害，赋予5名水属性队友（最低HP优先）秘疗（每次单位行动或收到攻击时，自身回复907HP），持续16秒,造成605（3579）伤害，赋予3名水属性盟友(最低HP)冰盾【受到攻击时，防御力+35（51.6）%且攻击者的Skill量表充能速度-20（50.4）%，持续8秒】，持续14秒，且3名队友（最高HP）最大HP+1400（2160），持14秒,造成3679伤害，赋予5名水属性盟友(最低HP)冰盾（受到攻击时，防御力+51.6%且攻击者的Skill量表充能速度-50.4%，持续8秒），持续14秒，且3名队友（最高HP）最大HP+2160），持14秒。在PVP中，赋予3名队友（最低HP）忍耐（在经过20秒或受到4次攻击后移除）,对随机3名敌人造成1532（5446）伤害，赋予自身挑衅(有98%的机率发动)和冰盾(受到攻击时，防御力+45%且攻击者的Skill量表充能速度-40%，持续8秒) ，持续16秒,对随机3名敌人造成5776伤害，赋予自身挑衅(有98%的机率发动)和冰盾(受到攻击时，防御力+45%且攻击者的Skill量表充能速度-40%，持续8秒) ，持续16秒。在PVP中，赋予自身秘疗（每次单位行动或收到攻击时，自身回复500HP）,水属性队友的SS伤害防御力+20%,武石中美,memorial+wiki,cn
M5-133,133,甜美的勒达,,甜美的勒达,68054,5星,火,攻击型,avatars/68054.png,2244,1774,1353,806,,,1774,1353,806,,,,,,,,对目标造成114（751）自动攻击伤害,造成500（3060）伤害。对象为世界王时，自身SS最终伤害增加+35（65.4）%，持续2回合,对随机2名敌人造成3120。对象为世界王时，自身SS最终伤害增加+75.4%，持续3回合,"对随机2名敌人造成1011（4678）伤害的2连击,及400（1216）无视防御伤害，并对木属性敌人造成350（806）加成伤害。对象为世界王时，造成保护增益爆发(移除最后施加的保护增益’并以X700（1502）系数造成基于该效果的伤害","对随机3名敌人造成4878伤害的2连击,及1366无视防御伤害，并对木属性敌人造成956加成伤害。对象为世界王时，造成保护增益爆发(移除最后施加的保护增益’并以X1502系数造成基于该效果的伤害",对全体敌人造成2607（8547）伤害。对象为世界王时，造成保护增益爆发(移除最后施加的保护增益，并以X1200系数造成基于该效果的伤害,对全体敌人造成9207伤害。造成保护增益爆发(移除最后施加的保护增益，并以X1200系数造成基于该效果的伤害,火属性队友的SS最终伤害+15%（对象为世界王时，追加SS最终伤害+20%）,伊月LI,memorial+wiki,cn
M5-134,134,魅惑的赫克特,,魅惑的赫克特,68055,5星,木,治疗型,avatars/68055.png,,,,,,,,,,,,,,,,,对目标造成96（662）自动攻击伤害,造成342（2347）伤害’有60（80.1）%的机率为3名木图性的盟友移除1个减益,造成2347伤害，有85.1%的机率为3名木图性的盟友移除最多2个减益,"造成542（3719）伤害，2名盟友(优先:最低HP)各持续回复3.1（4.3）%+22（114）HP,持续14秒,及5名木属性盟友减益回避率+15（25.5）%","造成3719伤害，3名盟友(优先:最低HP)各持续回复5.3%+114HP,持续14秒,及5名木属性盟友减益回避率+35.5%",对随机2名敌人造成1606（6088）伤害，3名盟友(优先:最低HP）回复1853（2483）HP，对具有减益的盟友则各追加持续回复322（414），持续16秒,对随机2名敌人造成6088伤害，4名盟友(优先:最低HP）回复2483HP，对具有减益的盟友则各追加持续回复414，持续16秒,木属性队友的减益回避率+15%,山国中h,memorial+wiki,cn
M5-135,135,亮眼维纳斯,,亮眼维纳斯,66527,5星,木,辅助型,avatars/66527.png,2253,2259,1048,846,776,904,2259,1048,846,776,904,,,,,,对目标造成101（689）自动攻击伤害,造成396（2565）伤害，有70（82.5）%的几率使1名队友（最高攻击力）无视反射，持续15秒,造成2590伤害，有87.5%的几率使1名队友（最高攻击力）无视反射，持续18秒,造成735（4035）伤害，3名木属性队友（最高攻击力）skill量表充能+40（78）%，持续16秒，并有70（90.1）%几率赋予时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%）。PVP中，有70（90.1）%几率使3名木属性队友的持续伤害减益无效，持续14秒,造成4135伤害，3名木属性队友（最高攻击力）skill量表充能+83%，持续2回合，并有95.1%几率赋予时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%）。PVP中，有90.1%几率使3名木属性队友的持续伤害减益无效，持续14秒,对随机3名敌人造成1894（6916）伤害，赋予3名木属性队友时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%），持续20秒。PVP中，3名木属性队友的skill冷却时间-2秒，持续20秒,对随机3名敌人造成7246伤害，赋予5名木属性队友时间扭曲（移除目标全部的时间系减益，skill量表充能速度+40%），持续20秒。PVP中，3名木属性队友的skill冷却时间-2秒，持续20秒,木属性队友的skill量表充能+15%（PVP中追加10%）,楠木屯勺,memorial+wiki,cn
M5-136,136,闪亮娜普图,,闪亮娜普图,66528,5星,水,防御型,avatars/66528.png,,,,,,,,,,,,,,,,,对目标造成93（643）自动攻击伤害,造成324（2206）伤害，有70（90.1）%的几率使1名队友（最高防御力）的弱化减益无效，持续8秒,造成2231伤害，有90.1%的几率使2名队友（最高防御力）的弱化减益无效，持续10秒,造成619（3597）伤害，赋予自身挑衅（有90%的几率发动）和冰盾（受到攻击时，防御力+40（56.6）%且攻击者的skill量表充能速度-20（50.4）%，持续8秒），持续12秒。PVP中，有70（90.1）%几率使3名水属性盟友的弱化减益无效，持续14秒,造成3697伤害，赋予自身挑衅（有90%的几率发动），持续12秒，和冰盾（受到攻击时，防御力+61.6%且攻击者的skill量表充能速度-50.4%，持续8秒），持续14秒。PVP中，有90.1%几率使3名水属性盟友的弱化减益无效，持续14秒,对随机3名敌人造成1562（5503）伤害，赋予3名水属性队友冰盾（受到攻击时，防御力+40%且攻击者的skill量表充能速度-40%，持续8秒），持续16秒。PVP中，有100%几率使5名水属性盟友的弱化减益无效，持续16秒,对随机3名敌人造成5833伤害，赋予5名水属性队友冰盾（受到攻击时，防御力+40%且攻击者的skill量表充能速度-40%，持续8秒），持续16秒。PVP中，有100%几率使5名水属性盟友的弱化减益无效，持续16秒,水属性盟友的防御力+15%,伊藤彩沙,memorial+wiki,cn
M5-137,137,黎明萨图恩,黎明麓图恩,黎明萨图恩,,5星,光,辅助型,avatars/65272.png,2259,1041,825,769,892,,1041,825,769,892,,,,,,,,,,,,,,,千本木彩花,memorial,cn
M5-138,138,绚烂亚莉亚,,绚烂亚莉亚,65271,5星,光,攻击型,avatars/65271.png,,,,,,,,,,,,,,,,,对目标造成337（752）自动攻击伤害,造成503（3068）伤害，对攻击型目标造成500（1074）无视防御伤害。对抗世界王时，增加自身skill伤害+20（40.1）%（持续16秒）,造成3128伤害，对攻击型目标造成1074无视防御伤害。对抗世界王时，增加自身skill伤害+55.1%（持续2回合）,对随机3名敌人造成3308（4423）【140%（187.2%）】伤害。对世界王限定，对暗属性敌人造成3000（4105）无视防御伤害,对随机3名敌人造成4612（195.2%）伤害。对世界王限定，对暗属性敌人造成4705无视防御伤害,对随机4名敌人造成8620伤害，对暗属性敌人造成700加成伤害,对随机4名敌人造成9280伤害与700加成伤害,光属性队友的SS伤害+15%（对世界王限定，光属性队友的SS伤害+20%）,高桥李依,memorial+wiki,cn
M5-139,139,闪耀玛尔斯,,闪耀玛尔斯,65273,5星,火,攻击型,avatars/65273.png,2247,1774,1356,678,745,806,1774,1356,678,745,806,,,,,,对目标造成114（752）自动攻击伤害,对1名敌人造成503（3068）伤害（最高攻击力优先）。PVP限定：对1名敌人造成500（1074）加成伤害（最高攻击力）,对1名敌人造成3128伤害（最高攻击力优先）。PVP限定：对1名敌人造成1174加成伤害（最高攻击力）,对3名敌人造成1037（4708）伤害与450（900）加成伤害（最高攻击力优先），并造成分解【造成150（600）持续伤害，无法缩减或延长减益效果】，持续14秒,对4名敌人造成4908伤害与900加成伤害（最高攻击力优先），并造成分解（造成750持续伤害，无法缩减或延长减益效果），持续14秒,对4名敌人造成2659（8615）伤害（最高攻击力优先），并造成分解（造成500持续伤害，无法缩减或延长减益效果），持续14秒,对4名敌人造成9275伤害（最高攻击力优先），并造成分解（造成700持续伤害，无法缩减或延长减益效果），持续14秒,暗属性队友的SS最终伤害+18%,和气方克未,memorial+wiki,cn
M5-140,140,孤剑提亚玛特,,孤剑提亚玛特,63849,5星,火,攻击型,avatars/63849.png,,,,,,,,,,,,,,,,,对目标造成113（749）自动攻击伤害,造成497（3047）伤害，并有70（92.8）%几率无视反射，持续15秒,对随机2名敌人造成3107伤害，有92.8%的几率无视反射，持续2回合。PVP限定，自身skill量表充能速度+69.5%，持续2回合,对2名敌人造成1009（4666）伤害的2连击，并造成600（1498）无视防御伤害（最低HP优先）。PVP限定，对有保护增益的敌人造成1500（2814）加成伤害,对3名敌人造成4866伤害的2连击，并造成1648无视防御伤害（最低HP优先）。PVP限定，对有保护增益的敌人造成3314加成伤害,对全体敌人造成2601（8516）伤害,对全体敌人造成9176伤害，并对有保护增益的敌人造成1000加成伤害,增加火属性队友skill量表充能速度+15%（PVP限定，火属性队友SS冷却时间-1秒）,大久保蓝子,memorial+wiki,cn
M5-141,141,孤剑提亚玛特,孤提亚玛特,孤剑提亚玛特,,5星,火,,avatars_wiki/dcj_579009.png,8,1774,1345,806,,,1774,1345,806,,,,,,,,,,,,,,,,大久保蓝子,memorial,
M5-142,142,滑雪艾修,,滑雪艾修,63848,5星,光,辅助型,avatars/63848.png,,,,,,,,,,,,,,,,,队目标造成101（687）自动攻击伤害,造成390（2546）伤害，2名队友（最高攻击力优先）睡眠无效化，持续5秒,造成2560伤害，2名队友（最高攻击力优先）睡眠无效化，持续5秒,造成705（3988）伤害，减益持续时间-30（52.8）%，且2名队友（受到减益优先）的skill量表充能速度+40（74.5）%，持续16秒,造成4063伤害，减益持续时间-52.8%，且3名队友的skill量表充能速度+74.5%（最低HP优先），持续16秒,对随机3名敌人造成1830（6781）伤害，3名队友睡眠无效化（睡眠中优先），持续20秒,对随机3名敌人造成7111伤害，3名队友（睡眠中优先）睡眠无效化，持续25秒,光属性队友的减益持续时间-12%（PVP期间，追加-10%）,牧野由依,memorial+wiki,cn
M5-143,143,驱魔师该隐,躯魔师该,驱魔师该隐,,5星,火,,avatars/62505.png,2240,1766,1353,678,745,796,1766,1353,678,745,796,,,,,,,,,,,,,,土田玲央,memorial,
M5-144,144,善良的里欧,,善良的里欧,62507,5星,水,辅助型,avatars/62507.png,,,,,,,,,,,,,,,,,对目标造成101（687）自动攻击伤害,造成392（2552）伤害，自身除外的2名水属性队友skill量表+18（40.8）%，并有60（75.2）%几率为2名流血中的盟友净化（将流血转为持续回复）,造成2577伤害，自身除外的3名水属性队友skill量表+40.8%，并有80.2%几率为3名流血中的盟友净化（将流血转为持续回复）,造成719（4007）伤害，3名水属性盟友（最高攻击力）的skill量表充能量+40（74.5）%及弱点skill最终伤害+25（60.3）%，持续2回合。在副本中，赋予3名盟友（最低HP优先）屏障+1800（2249），持续16秒,对随机2名敌人造成4107伤害，3名水属性盟友（最高攻击力）的skill量表充能量+79.5%及弱点skill最终伤害+75.3%，持续3回合。在副本中，赋予3名盟友（最低HP优先）屏障+2549，持续16秒,对随机3名敌人造成1859（6830）伤害，赋予3名盟友屏障（最低HP）+2000，持续16秒。在副本中，1名水属性盟友（最高攻击力）的TS最终伤害+80%，持续20秒,对随机3名敌人造成7160伤害，赋予4名盟友屏障（最低HP）+2000，持续16秒。在副本中，1名水属性盟友（最高攻击力）的TS最终伤害+80%，持续20秒,水属性盟友的弱点SKill最终伤害+15%（副本中：追加弱点skill最终伤害+15%）,神原优希,memorial+wiki,cn
M5-145,145,悲恸的报丧女妖,悲的报衷女妖,悲恸的报丧女妖,,5星,,干扰型,avatars/62508.png,2201,2062,1054,812,788,931,2062,1054,812,788,931,,,,,,,,,,,,,,春野杏,memorial,
M5-146,146,平静的姬瓦,,平静的姬瓦,61199,5星,火,攻击型,avatars/61199.png,,,,,,,,,,,,,,,,,对目标造成113（749）自动攻击伤害,造成495（3045）伤害，自身增加敏捷度20（40）%，持续14秒,,对3名敌人(优先最低HP）造成983（4636）伤害，依据自身每个增益(最多8个増益)造成148（700）伤害，并造成回复增益爆发【移除最后拥有的回复増益，并以x300（701）的系数造成基于该效果的伤害】,,射所有敌人运成2545（8428）伤害，并赋予回复增益爆发(移除最后拥有的回复增益，并以x600系数造成基于该效果的伤害),,增加火属性队友的敏捷度+15%,东城日沙子,memorial+wiki,cn
M5-147,147,冻原吉尔丁,,冻原吉尔丁,61198,5星,水,辅助型,avatars/61198.png,2223,2251,1033,825,766,888,2251,1033,825,766,888,,,,,,对目标造成101（686）自动攻击伤害,造成389（2538）伤害，有70（90.1）%机率使2名盟友(优先:晕眩中或重击中)的晕眩或重击无效,"造成X伤害，有95.1%机率无效2名盟友(优先:晕眩中或重击中)的晕眩或重击,持续10秒",造成704（3983）伤害，3名水性盟友(最高攻击力）的Skill量表充能量+40（74.5）%和攻击力+15（45.4）%，持续16秒。对象为世界王时：后排的5名水靥性盟友(优先:最高攻击力)Skill伤害+20（34.5）%,造成X伤害，5名水性盟友(最高攻击力）的Skill量表充能量+74.5%和攻击力+60.4%，持续16秒。对象为世界王时：后排的5名水靥性盟友(优先:最高攻击力)Skill伤害+49.5%,对随机3名敌人造成1828（6772）伤害，5名水属性盟友(优先最高攻击力)的Tap Skill伤害+50%，持续20秒。对象为世界王时：赋予后排的5名水属性盟友攻击态势(优先:最高攻击力)(只有此状态的Child能在Fever模式中使用Fever攻击),对随机3名敌人造成X伤害，5名水属性盟友(优先最高攻击力)的Tap Skill伤害+50%，持续20秒。对象为世界王时：赋予后排的3名水属性盟友攻击态势(优先:最高攻击力)(只有此状态的Child能在Fever模式中使用Fever攻击),水属性队友的tap skill最终伤害+12%（对象为世界王时，追加水属性盟友的skill量表充能量+15%）,阿部玲子,memorial+wiki,cn
M5-148,148,勇气带给我希望,,梦想家萨图恩,,5星,,,avatars/60168.png,,,,,,,,,,,,,,,,,,,,,,,,,千本木彩花,memorial,
M5-149,149,悲剧的鲁萨尔卡,悲的鲁槿尔卡,悲剧的鲁萨尔卡,,5星,火,辅助型,avatars/60169.png,2248,2259,1041,846,776,904,2259,1041,846,776,904,,,,,,,,,,,,,,明坂聪美,memorial,
M5-150,150,喜剧的阿尔蒂斯,,喜剧的阿尔蒂斯,60167,5星,水,干扰型,avatars/60167.png,,,,,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对1名敌人（最高攻击力优先）造成398（2584）伤害，减少skill量表-30（60.4）%,,对2名敌人（优先：水属性）造成690（4014）伤害，Skill量表充能速度-35（65.4）%，且Slide Skill冷却时间+2秒，持续12秒,,对3名敌人(最高攻击力)造成2066（7204）个伤害，Skill量表充能速度-100%，持续12秒，PvP中：有70%机率使敌人的时间系增益无效，持续12秒,,水属性敌人skill量表充能速度-12%（PVP中：水属性敌人SS技能冷却时间+1秒）,村田太志,memorial+wiki,cn
M5-151,151,喜剧的阿尔蒂斯,喜剧的阿尔蒂斯·木,喜剧的阿尔蒂斯,,5星,木,干扰型,avatars_wiki/dcj_578960.png,2217,2065,1062,819,796,945,2065,1062,819,796,945,,,,,,,,,,,,,,村田太志,memorial,dcj
M5-152,152,紫星,,丽凤,,5星,,,avatars/58477.png,,,,,,,,,,,,,,,,,,,,,,,,,冬马由美,memorial,
M5-153,153,珂丝敏,,绫音,,5星,木,,avatars/58476.png,2242,1774,1353,678,745,796,1774,1353,678,745,796,,,,,,,,,,,,,,山崎和佳奈,memorial,
M5-154,154,爱恨交织妲比,爱恨交织姐比,爱恨交织妲比,,5星,,,avatars/57134.png,,,,,,,,,,,,,,,,,,,,,,,,,黑迟屯上,memorial,cn
M5-155,155,自傲的菲尔纳多,,自傲的菲尔纳多,57135,5星,火,辅助型,avatars/57135.png,612,2248,1033,819,766,888,2248,1033,819,766,888,,,,,,对目标造成101（686）自动攻击伤害,造成389（2538）伤害，有60（85.6）%机率移除2名队友的持续伤害减益,造成2563伤害，有90.6%的机率移除3名盟友的持续伤害减益,对随机2名敌人造成704（3983）伤害，并赋予2名火属性队友（最高攻击）双刃剑65（110.2）%（攻击力上升/防御力下降），持续16秒，以及skill量表+20（40.1）%。在副本中：增加TS伤害+25（50.6）%,对随机2名敌人造成4083伤害，并赋予3名火属性盟友（最高攻击力）双刃剑120.2%（攻击力上升/防御力下降），持续16秒，及SKILL量表+45.1%（在副本中，增加TS伤害+50.6%）,对随机3名敌人造成1828（6772）伤害，3名火属性队友（最高攻击力）的skill量表充能速度+60%，持续20秒。在副本中：增加TS最终伤害+30%,对随机3名敌人造成7102伤害，并赋予3名火属性盟友（最高攻击力）SKILL量表充能速度+70%，持续20秒（在副本中，增加TS最终伤害+50%）,火属性队友的skill量表充能速度+15%,中岛由贵,memorial+wiki,cn
M5-156,156,贯刺的卢茵,贵刺的虚茵,贯刺的卢茵,,5星,,,avatars/57133.png,,,,,,,,,,,,,,,,,,,,,,,,,甲斐田中去,memorial,
M5-157,157,君临梅杜莎,,君临梅杜莎,54442,5星,暗,干扰型,avatars/54442.png,2206,2065,1054,819,788,931,2065,1054,819,788,931,,,,,,对目标造成102（690）自动攻击伤害,造成394（2570）伤害，目标的攻击力-15（25.4）%，持续10秒,,对随机2名敌人造成675（3986）伤害，挑衅【有20（6.01）%的几率发动】且自身获得石化之殇【有70（92.8）%几率对1名攻击你的敌人造成石化（10秒内或受到一次攻击前无法行动）】，持续12秒,,对随机3名敌人造成2031（7120）伤害，对石化的敌人造成500加成伤害，且有90%几率造成石化（15秒内或受到2次攻击前无法行动）,,光属性敌人的减益回避率-15%,口,memorial+wiki,cn
M5-158,158,新月露娜,,新月露娜,54443,5星,光,辅助型,avatars/54443.png,,,,,,,,,,,,,,,,,对目标造成101（686）自动攻击伤害,造成387（2537）伤害，有70（90.1）%的几率为2名石化中的盟友移除石化,造成X伤害，有X%几率为2名石化中的盟友移除石化,造成691（3965）伤害，随机3名队友的skill量表充能速度+40（74.5）%，持续16秒。对象为世界王时，赋予5名最高攻击力的光属性队友锐利之刃（依光属性队友的数量增加弱点skill最终伤害3（5.4）%，最多10名），持续2回合,造成X伤害，随机3名盟友的SKILL量表充能速度+X%，持续2回合。对象为世界王时，赋予所有光属性盟友锐利之刃（依光属性盟友的数量增加弱点SKILL最终伤害X%，最多10名）持续2回合,对随机2名敌人造成1798（6712）伤害，无效所有盟友的石化，持续10秒，且最多5名光属性队友弱点skill最终伤害+25%，持续22秒。对世界王限定，后排的攻击力+30%,对随机2名敌人造成X伤害，无效所有盟友的石化，持续10秒，且5名光属性盟友（最高攻击力）弱点SKILL最终伤害+X%，持续22秒。对象为世界王时，后排的攻击力+30%,光属性盟友的SKILL量表充能量+12%（若对象为世界王，则追加12%）,育藤朱夏,memorial+wiki,cn
M5-159,159,逃亡缇丝贝,逃亡缇丝具,逃亡缇丝贝,,5星,水,辅助型,avatars/52603.png,2219,2248,1033,819,766,888,2248,1033,819,766,888,,,,,,,,,,,,,,伊藤美来,memorial,cn
M5-160,160,正义之花玛弗德特,,正义之花玛弗德特,50291,5星,火,,avatars/50291.png,,,,,,,1766,1353,676,739,806,,,,,,对目标造成114（751）自动攻击伤害,对随机2名敌人造成500（3060）伤害，有70（95.6）%机率造成禁止回复(特定效果除外)，持8秒。对象为世界王时，自身有70（90.1）%机率获得觉醒(暴击伤害增加30%，并根据增益数增加Slide Skill伤害)，持续15秒,对随机2名敌人造成3115伤害，有95.6%机率造成禁止回复(特定效果除外)，持8秒。对象为世界王时，自身有95.1%机率获得觉醒(暴击伤害增加30%，并根据增益数增加Slide Skill伤害)，持续2回合,对2名敌人(优先：受到减益)造成1011（4675）伤害的2连击，以及305（806）加成伤害，对火属性敌人造成600（1505）无视防御伤害,对2名敌人(优先：受到减益)造成4875伤害的3连击，以及956加成伤害，对火属性敌人造成1655无视防御伤害,对随机4名敌人造成2606（8540）伤害,对随机4名敌人造成9200伤害，有80%机率造成禁止回复(吸血/HP吸收除外)，持16秒,队长技 U,行成右,memorial+wiki,cn
M5-161,161,正义的马弗德特,,正义的马弗德特,20420,5星,水,,avatars/20420.png,2240,1766,1353,676,739,806,1739,1313,657,718,769,8881,6705,3354,3667,3927,对目标造成112自动攻击伤害,对1名敌人造成477伤害（最低HP优先），对暗属性目标造成150加成伤害,对2名敌人（优先最低hP)造成X伤害，对暗属性目标造成X加成伤害,对3名敌人造成797（4406）伤害与350（696）加成伤害（最低HP优先），禁止回复（吸血/HP吸取除外），持续16秒,对3名敌人（优先最低HP）造成4606伤害及1858加成伤害，造成禁止回复（特定效果除外），持续16秒,对全体敌人造成2341（8071）伤害，对3名敌人造成禁止回复（吸血/HP吸取除外），持续25秒,对全体敌人造成8731伤害，有几率造成禁止回复（吸血/HP吸血除外）持续25秒,光属性盟友的DS最终伤害+15%,行成坊,memorial+wiki,cn
M5-162,162,九尾狐玉藻前,,九尾狐玉藻前,50290,5星,火,攻击型,avatars/50290.png,,,,,,,2065,1054,819,788,931,,,,,,对目标造成102（690）自动攻击伤害,对1名敌人造成394（2570）伤害(优先：流血)，有65（85.1）%机率造成擦伤(增加流血的持续伤害和持续时间)，持续12秒,,到2名敌人(优先：辅助型）造成675（3986）伤害，600（1056）无视防御伤害，并造成流血【每2秒200（801）持续伤害】，持绩12秒,,对3名敌人(优先：攻击型）造成2031（7120）伤害，移除1个增益，并有80%的机率造成诱惑(日标增益效果无效，无法移驸)，持续16秒,,木属性敌人的减益命中率-15%,福原统香,memorial+wiki,cn
M5-163,163,魔姬凯诺,,魔姬庆野,,5星,火,防御型,avatars/47608.png,2212,2476,812,1216,600,667,2476,812,1216,600,667,,,,,,,,,,,,,,田女,memorial,
M5-164,164,决战安妮,决戟安妮,决战安妮,,5星,,,avatars_wiki/destinychild_51433.png,,,,,,,,,,,,,,,,,,,,,,,,,黑濑Φ,memorial,destinychild
M5-165,165,神射手比利,,神射手比利,45490,5星,水,干扰型,avatars/45490.jpg,2212,2062,1062,819,784,940,2062,1062,819,784,940,,,,,,对目标造成102（691）自动攻击伤害,造成396（2583）伤害，skill量表-30（60.4）%,对2名敌人(优先：Skill充能中)造成0000伤害，skill量表-60.4%,对2名敌人造成677（3997）伤害(优先：最低HP)，600（1056）无视防御防害，并造成水蛇(Skil量表充能量-40%，并在受水属性敌人攻击时，500（1605）伤害(伤害量依减益目标类型变化)，持续12秒,对3名敌人(优先：最低HP)造成0000伤害，1056无视防御防害，并造成水蛇(Skill量表充能量-40%，并在受水属性敌人攻击时，0000伤害(伤害量依减益目标类型变化))，敏捷-22%，持续12秒,提升点火等级LV8（DS）,对3名敌人(优先：最低HP)造成0000伤害，禁止回复和潮浪(每有一个水属性盟友，增加800加成伤害，最多10名)，持续16秒,火属性敌人的skill量表充能量-15%,佳穗成美,memorial+wiki,cn
M5-166,166,脸红心跳希特莉,,脸红心跳希特莉,42014,5星,木,攻击型,avatars/42014.png,,,,,,,,,,,,,,,,,对目标造成102（691）自动攻击伤害,对1名敌人造成396（2583）伤害（优先：高攻击力），及Skill量表爆发（重置Skill量表，并依Skill量表比例，造成600（1105）加成伤害）,对2名敌人造成2608伤害（优先：高攻击力），及Skill量表爆发（重置Skill量表，并依Skill量表比例，造成1205加成伤害）,对2名敌人造成677（3998）伤害（优先：攻击型），Skill量表充能度-30%（60.4%），持续12秒，并有70%（90.1%）的几率造成诱惑（目标增益效果无效），及70%（86%）的几率移除1个增益,对3名敌人造成4098伤害（优先：攻击型），Skill量表充能度-65.4%，持续12秒，并有95.1%的几率造成诱惑（目标增益效果无效），及86%的几率移除所有增益,对3名敌人（优先：干扰性）造成2040（7167）伤害，Skill量表充能量-40%，持续16秒，并有80%的几率造成晕眩（在晕眩时受到攻击则多1秒，最多5秒），持续4秒,对3名敌人（优先：干扰性）造成7442伤害，Skill量表充能量-45%，持续16秒，并有85%的几率造成晕眩（在晕眩时受到攻击则多1秒，最多5秒），持续4秒,干扰型敌人的Skill量表充能量-15%（在PvP中，追加全体敌人的Skill量表充能量-10%）,夏川椎菜,memorial+wiki,cn
M5-167,167,自嘲的娜薇,,自嘲的娜薇,42013,5星,木,干扰型,avatars/42013.png,2210,2062,1062,812,788,940,2062,1062,812,788,940,,,,,,对目标造成102（691）自动攻击伤害,造成396（2583）伤害，弱点防御力-13（30.3）%，持续10秒,造成X伤害，弱点防御力-30.3%，持续10秒,对2名敌人造成677（3998）伤害(优先:水属性)，减益回避率-15（27.5）%和减益持时间+23（46.6）%，持续12秒，对世界王限定，造成蔓生物效果【依木属性盟友的数量(最多10名)造成弱点防御力-1.5（5）%】，持12秒,对2名敌人（优先：水属性）造成4098伤害，减益回避率-35.9%，及减益持续时间+51.6%，持续12秒。对世界王限定，造成曼生物效果（依木属性盟友的数量造成弱点防御力-7%（最多10名）），持续12秒,对随机3名敌人造成2039（7162）伤害，弱点防御力-30%和减益持续时间+40%，持16秒,对随机3名敌人造成7492伤害，弱点防御力-50%和减益持续时间+40%，持续16秒,木属性队友的回复量+18%,市濑加那,memorial+wiki,cn
M5-168,168,舞者莎乐美,,舞者莎乐美,42012,5星,水,,avatars/42012.png,,,,,,,1760,1334,667,726,784,6813,3406,3708,4004,,对目标造成113（747）自动攻击伤害,对1名敌人造成456（2992）伤害的2连击（中毒优先）,对1名敌人（中毒优先）造成000伤害的3连击，对中毒的敌人造成000加成伤害,对3名敌人造成954（4592）伤害(优先：最低HP)，和700（1612）无视防御伤害，造成中毒【每当目标行动或受到伤害时，附加400（1344）伤害】，持续2回合,对4名敌人(优先：最低HP)造成000伤害，和000无视防御伤害，造成中毒（每当目标行动或受到伤害时，附加000伤害），持续2回合,提升点火等级LV8（DS）,对4名敌人(优先：最低HP)造成0000伤害，如果目标中毒，则会另外造成500加成伤害,水属性队友的中毒伤害+200,铃代纱弓,memorial+wiki,cn
